Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Dewpoint Temperature [C](Hourly),Environment:Site Outdoor Air Wetbulb Temperature [C](Hourly),Environment:Site Outdoor Air Humidity Ratio [kgWater/kgDryAir](Hourly),Environment:Site Outdoor Air Barometric Pressure [Pa](Hourly),Environment:Site Wind Speed [m/s](Hourly),Environment:Site Wind Direction [deg](Hourly),Environment:Site Sky Temperature [C](Hourly),Environment:Site Horizontal Infrared Radiation Rate per Area [W/m2](Hourly),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](Hourly),Environment:Site Direct Solar Radiation Rate per Area [W/m2](Hourly),Environment:Site Ground Temperature [C](Hourly),Environment:Site Outdoor Air Density [kg/m3](Hourly),Environment:Site Mains Water Temperature [C](Hourly),LIVING_1:Zone Total Internal Latent Gain Energy [J](Hourly),LIVING_1:Zone Windows Total Transmitted Solar Radiation Energy [J](Hourly),WALLEAST:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WALLWEST:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WALLSOUTH:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WALLNORTH:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),HORIZONTAL:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),LIVING_1:Zone Mean Air Temperature [C](Hourly),LIVING_1:Zone Mean Air Humidity Ratio [kgWater/kgDryAir](Hourly),UNFINISHEDATTIC:Zone Mean Air Temperature [C](Hourly),UNFINISHEDATTIC:Zone Mean Air Humidity Ratio [kgWater/kgDryAir](Hourly),UNFINISHEDATTIC:Zone Infiltration Current Density Volume Flow Rate [m3/s](Hourly),LIVING_1:Zone Infiltration Latent Heat Loss Energy [J](Hourly),LIVING_1:Zone Infiltration Latent Heat Gain Energy [J](Hourly),LIVING_1:Zone Ventilation Latent Heat Loss Energy [J](Hourly),LIVING_1:Zone Ventilation Latent Heat Gain Energy [J](Hourly),EMS:Zone Infil Flow Rate_1 [m3/s](Hourly),EMS:Zone Infil/MechVent Flow Rate_1 [m3/s](Hourly),EMS:Whole House Fan Vent Flow Rate_1 [m3/s](Hourly),EMS:Range Hood Fan Vent Flow Rate_1 [m3/s](Hourly),EMS:Bath Exhaust Fan Vent Flow Rate_1 [m3/s](Hourly),EMS:Clothes Dryer Exhaust Fan Vent Flow Rate_1 [m3/s](Hourly),EMS:Local Wind Speed_1 [m/s](Hourly),EMS:Zone Natural Ventilation Flow Rate_1 [m3/s](Hourly),EMS:HPWH_sens_clg_OutputVariable_1 [J](Hourly),EMS:HPWH_lat_clg_OutputVariable_1 [J](Hourly),LIVING_1:Zone Air Relative Humidity [%](Hourly),LIVING_1:Zone Thermostat Heating Setpoint Temperature [C](Hourly),LIVING_1:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),UNFINISHEDATTIC:Zone Air Relative Humidity [%](Hourly),DOMESTIC HOT WATER_1:Water Use Connections Hot Water Volume [m3](Hourly),DOMESTIC HOT WATER_1:Water Use Connections Cold Water Volume [m3](Hourly),DOMESTIC HOT WATER_1:Water Use Connections Hot Water Temperature [C](Hourly),LIVING SUPPLY NODE_1:System Node Current Density Volume Flow Rate [m3/s](Hourly),AIR SUPPLY OUTLET NODE_1:System Node Temperature [C](Hourly),AIR SUPPLY OUTLET NODE_1:System Node Current Density Volume Flow Rate [m3/s](Hourly),WATER HEATER USE INLET NODE_1:System Node Temperature [C](Hourly),COOLING:ELECTRICITY_1 [J](Hourly),CustomCrankcaseHeater_1:InteriorEquipment:Electricity [J](Hourly),HEATING:ELECTRICITY_1 [J](Hourly),HEATINGSUPP:ELECTRICITY_1 [J](Hourly),COOLING HVAC FAN PUMP_1 [J](Hourly),HEATING HVAC FAN PUMP_1 [J](Hourly),WATERHEATING:ELECTRICITY_1 [J](Hourly),SDHWPUMP:ELECTRICITY_1 [J](Hourly),HPWHFAN:ELECTRICITY_1 [J](Hourly),TOTALLIGHTS:ELECTRICITY_1 [J](Hourly),Appl_1:InteriorEquipment:Electricity [J](Hourly),VentFans_1:InteriorEquipment:Electricity [J](Hourly),Misc_1:InteriorEquipment:Electricity [J](Hourly),HEATING:GAS_1 [J](Hourly),WATERHEATING:GAS_1 [J](Hourly),Misc_1:InteriorEquipment:Gas [J](Hourly),HEATING:FUELOIL_1 [m3](Hourly),WATERHEATING:FUELOIL_1 [m3](Hourly),HEATING:PROPANE_1 [m3](Hourly),WATERHEATING:PROPANE_1 [m3](Hourly),PV:ELECTRICITY_1 [J](Hourly),METERDELIVEREDHEATINGTOZONE_1 [J](Hourly),METERDELIVEREDHEATINGSUPP_1 [J](Hourly),METERHEATINGDUCTLOSSES_1 [J](Hourly),METERDELIVEREDCOOLINGSENS_1 [J](Hourly),METERDELIVEREDCOOLINGLATENTHVAC_1 [J](Hourly),METERDELIVEREDCOOLINGLATENTDEHUM_1 [J](Hourly),METERCOOLINGDUCTLOSSESSENS_1 [J](Hourly),METERCOOLINGDUCTLOSSESLATENT_1 [J](Hourly),METERDHWDELIVERED_1 [J](Hourly),METERPIPELOSSESUNIT_1 [J](Hourly),ELECTRICITY:UNIT_1 [J](Hourly),GAS:UNIT_1 [J](Hourly),PROPANE:UNIT_1 [m3](Hourly),FUELOIL:UNIT_1 [m3](Hourly) 
 01/26  24:00:00,13.008333333333335,10.180626315460959,10.180626315460959,0.0067867228595795418,98582.43844135013,5.1000000000000009,262.5,-16.204321946500156,247.16666666666667,0.0,0.0,15.34179240702836,1.1874035259028276,16.374050844926175,499838.6393766718,0.0,0.0,0.0,0.0,0.0,0.0,21.666669902838398,0.009736786993291294,12.326632681511859,0.007522465711347733,0.3955381414998121,1710719.3914842336,0.0,0.0,0.0,0.05372323870776576,0.05372323870776576,0.0,0.0,0.0,0.0,2.680003614862138,0.0,0.0,0.0,58.63392617886984,21.666666666666669,21.666666666666669,82.20321961411179,0.0,0.0,51.90818888812466,0.09784611359403218,44.00096017923406,0.09784611359403218,16.374050844926175,0.0,0.0,2594776.7195276825,0.0,0.0,329571.2704951712,0.0,0.0,0.0,467434.82214409086,592989.6096156933,0.0,538306.0239488247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7273190.738469378,0.0,1046346.9003313653,0.0,0.0,0.0,0.0,0.0,0.0,104880.70004801713,4523078.445731463,0.0,0.0,0.0 
 01/27  01:00:00,12.158333333333332,9.40963132057942,9.40963132057942,0.006412085465092297,98636.21645830343,5.1000000000000009,250.0,-26.188528760535005,212.08333333333335,0.0,0.0,15.34179240702836,1.1923025089037483,16.370516259799574,484343.9671718732,0.0,0.0,0.0,0.0,0.0,0.0,21.666670644375363,0.00967751653090773,11.424044910834644,0.007307285145524703,0.3953231076416739,1909819.80864573,0.0,0.0,0.0,0.053988644384188679,0.053988644384188679,0.0,0.0,0.0,0.0,2.680003614862138,0.0,0.0,0.0,58.31427884353351,21.666666666666669,21.666666666666669,84.83491461608263,0.0,0.0,51.90818888812466,0.11171366226001055,43.55881487129053,0.11171366226001055,16.374050844926175,0.0,38350.02134111047,2920614.83178267,0.0,0.0,407403.2508444642,0.0,0.0,0.0,232101.3385102575,395810.2249114307,0.0,523353.0788391353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8114772.463973684,0.0,1212404.752777231,0.0,0.0,0.0,0.0,0.0,0.0,27971.179850134722,4517632.746229068,0.0,0.0,0.0 
 01/27  02:00:00,11.700000000000001,9.16424756254189,9.16424756254189,0.0063705009668880269,98671.25365116693,4.2250000000000009,255.83333333333335,-33.4810881485345,187.08333333333335,0.0,0.0,15.34179240702836,1.194722328280864,16.370516259799574,481214.9371707586,0.0,0.0,0.0,0.0,0.0,0.0,21.666671096129084,0.009617181707783715,10.223502949222704,0.007086824650495763,0.3429932523689661,1560751.4045549008,0.0,0.0,0.0,0.044180600541432007,0.044180600541432007,0.0,0.0,0.0,0.0,2.2201990730965757,0.0,0.0,0.0,57.976838247406877,21.666666666666669,21.666666666666669,89.18876185765369,0.0,0.0,51.90818888812466,0.12039544789135115,43.31463902153481,0.12039544789135115,16.374050844926175,0.0,43845.84729351191,3123078.430159176,0.0,0.0,447082.8120720689,0.0,0.0,0.0,139260.80310615447,341412.35788982,0.0,493447.1886197561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8594699.849449475,0.0,1363263.5291464867,0.0,0.0,0.0,0.0,0.0,0.0,14008.038705043386,4588127.439140487,0.0,0.0,0.0 
 01/27  03:00:00,11.35,9.35023924781043,9.35023924781043,0.006680032342107951,98710.36493622388,5.116666666666666,265.8333333333333,-34.33602840340911,184.41666666666667,0.0,0.0,15.34179240702836,1.1960774666256624,16.370516259799574,475025.17601142896,0.0,0.0,0.0,0.0,0.0,0.0,21.66667178163584,0.009570397699731922,9.383085445097152,0.006973825977494369,0.4148062068741969,1703836.3325293945,0.0,0.0,0.0,0.054620077604892718,0.054620077604892718,0.0,0.0,0.0,0.0,2.688761796610054,0.0,0.0,0.0,57.72194365539122,21.666666666666669,21.666666666666669,92.89987800566149,0.0,0.0,51.90818888812466,0.13585887075962259,43.119595619974727,0.13585887075962259,16.374050844926175,0.0,41329.56725079304,3490923.88109094,0.0,0.0,487040.8803964028,0.0,0.0,0.0,92840.53540410308,295061.099251161,0.0,478494.24351006667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9632696.74009506,0.0,1521211.0275810499,0.0,0.0,0.0,0.0,0.0,0.0,3502.0096762608546,4885690.206903467,0.0,0.0,0.0 
 01/27  04:00:00,9.816666666666667,8.116666666666668,8.333959965927214,0.006386495618176768,98795.10605384725,6.783333333333334,281.6666666666667,-34.85076868186006,182.83333333333335,0.0,0.0,15.34179240702836,1.2041608934050208,16.370516259799574,472810.74124871435,0.0,0.0,0.0,0.0,0.0,0.0,21.666673209589559,0.009495853489089145,8.895277205501916,0.0068785039866744,0.5237345091997564,2596510.291814954,0.0,0.0,0.0,0.07621338858876468,0.07621338858876468,0.0,0.0,0.0,0.0,3.5645799714016026,0.0,0.0,0.0,57.32822532931061,21.666666666666669,21.666666666666669,94.79610837622168,0.0,0.0,51.90818888812466,0.17163594155663945,42.33311086664613,0.17163594155663945,16.374050844926175,0.0,33762.596037205716,4286899.077506451,0.0,0.0,607203.0037004862,0.0,0.0,0.0,92840.53540410308,264901.7052074326,0.0,463541.29840037706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11727683.405439619,0.0,1889838.8483547425,0.0,0.0,0.0,0.0,0.0,0.0,3502.0096762608546,5749148.216256055,0.0,0.0,0.0 
 01/27  05:00:00,8.549999999999999,6.908333333333334,7.240082814259327,0.0059394450736049019,98906.73617994732,5.9750000000000009,295.8333333333333,-35.313242542943509,181.41666666666667,0.0,0.0,15.34179240702836,1.2117970943459507,16.370516259799574,478589.8582804186,0.0,0.0,0.0,0.0,0.0,0.0,21.66667373777059,0.00939597250230794,7.940062742674628,0.006661164144167844,0.45981068853542275,2496214.2449485978,0.0,0.0,0.0,0.06587910259885528,0.06587910259885528,0.0,0.0,0.0,0.0,3.1398081566277016,0.0,0.0,0.0,56.79830781574204,21.666666666666669,21.666666666666669,98.08858360981077,0.0,0.0,51.90818888812466,0.18204994057899535,41.69120836500365,0.18204994057899535,16.374050844926175,0.0,29558.7291907861,4480329.6472667469,0.0,0.0,673959.6427962422,0.0,0.0,0.0,103217.7830885943,299411.12171439928,0.0,478494.24351006667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11954236.584832525,0.0,2107132.5449997319,0.0,0.0,0.0,0.0,0.0,0.0,14008.038705043386,6064971.167566836,0.0,0.0,0.0 
 01/27  06:00:00,8.125,6.291666666666667,7.026799936041255,0.005923972218504786,99005.73662024772,6.033333333333334,305.8333333333333,-36.02791577701848,179.25,0.0,0.0,15.34179240702836,1.2148721584288385,16.370516259799574,486964.2173139601,0.0,0.0,0.0,0.0,0.0,0.0,21.66667392813658,0.009311432207514773,7.157512465675652,0.00642890094238388,0.468718724656832,2482902.3429195757,0.0,0.0,0.0,0.06672320818009918,0.06672320818009918,0.0,0.0,0.0,0.0,3.1704617927454055,0.0,0.0,0.0,56.35115757590207,21.666666666666669,21.666666666666669,99.99875755958027,0.0,0.0,51.90818888812466,0.19055408087076657,41.45986608757522,0.19055408087076657,16.374050844926175,0.0,28865.224909357035,4658729.990396315,0.0,0.0,684972.3643495308,0.0,0.0,0.0,283217.4877937355,345238.74748552238,0.0,493447.1886197561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12415865.244893577,0.0,2175431.523195538,0.0,0.0,0.0,0.0,0.0,0.0,97921.57825544752,6494471.0035542179,0.0,0.0,0.0 
 01/27  07:00:00,7.533333333333335,4.7749999999999999,6.776919954556507,0.005947900011202302,99098.62592225796,6.700000000000002,304.1666666666667,-36.83039670021608,176.83333333333335,2.25,44.416666666666667,15.34179240702836,1.218529773780771,16.370516259799574,516161.6192740178,339631.7547978798,20.80610691241034,1.7247335092542198,1.8009919545518212,46.58774892562331,3.914098961225598,21.666674090079537,0.009203457209614094,6.724983912563857,0.006233096318492985,0.5169201846938466,3255364.8527785378,0.0,0.0,0.0,0.04344367830903836,0.09063842230903836,0.0,0.0,0.047194744000000007,0.0,3.5207890626620257,0.0,0.0,0.0,55.75948482564587,21.666666666666669,21.666666666666669,100.0,0.000005770025030957441,0.0000018346877105339394,51.907935219040158,0.2168925593226775,41.14564763609735,0.2168925593226775,16.374049713226186,0.0,22948.644362276256,5227570.41679658,0.0,0.0,778926.5847594454,0.0,0.0,0.0,664916.4800206664,553834.9892829692,90000.0,553258.9690585142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13908024.058506586,0.0,2493207.3807601549,0.0,0.0,0.0,0.0,0.0,857.0861497650629,335699.0557615686,7891456.084280452,0.0,0.0,0.0 
 01/27  08:00:00,6.558333333333334,3.899999999999999,5.468681435888288,0.0052650859941288179,99205.77454694522,5.183333333333334,305.8333333333333,-35.569935364752549,180.66666666666667,30.916666666666669,491.5833333333333,15.34179240702836,1.2254340103097637,16.370516259799574,501942.56329916327,4185073.663929699,291.3759187415749,27.850484450051643,28.933488211718314,511.24750238232567,108.33962944898826,21.666673961773375,0.009097581729992026,6.2493226569115,0.005991408614028901,0.3981205029726773,2432844.414572859,0.0,0.0,0.0,0.05784518515548046,0.05784518515548046,0.0,0.0,0.0,0.0,2.723794523601716,0.0,0.0,0.0,55.186898057472429,21.666666666666669,21.666666666666669,99.47219457621371,0.0,0.0,51.90514680962826,0.17291864783968514,40.67149808431374,0.17291864783968514,16.374037273228209,0.0,29423.354792509377,4199752.3923792759,0.0,0.0,676109.3635601766,0.0,0.0,0.0,841434.6646481536,851338.5146089931,18000.0,628023.6946069624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10648593.787586056,0.0,2153180.2713279004,0.0,0.0,0.0,0.0,0.0,0.0,356666.2162591815,7244081.984596072,0.0,0.0,0.0 
 01/27  09:00:00,6.1000000000000009,3.5500000000000004,3.957113188284596,0.004255305499659518,99328.81213118685,3.516666666666667,304.1666666666667,-32.25432530435609,191.0,78.16666666666667,562.1666666666666,15.34179240702836,1.2309465265687072,16.370516259799574,315843.49861759025,5504984.491085447,451.13013946318196,63.295907199382977,65.53884330750411,551.3745136419964,262.8847481142723,21.666672592708684,0.009014805432391643,6.75456772308669,0.005755334489461584,0.2796365619216608,2231970.559112951,0.0,0.0,0.0,0.042236809233453357,0.042236809233453357,0.0,0.0,0.0,0.0,1.8479763488101675,0.0,0.0,0.0,54.75977898830468,21.666666666666669,21.666666666666669,92.48746495392463,0.023408075759651729,0.021312226624484243,51.240831796840478,0.1400168355124688,40.44672624972089,0.14001683551246878,16.371146821052848,0.0,37883.26858245689,3430900.468058396,0.0,0.0,582943.0019298414,4108443.934009731,0.0,0.0,894208.7227785434,1524177.6168011963,0.0,642976.6397166518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8578034.633559648,0.0,1684856.4962773347,0.0,0.0,0.0,0.0,0.0,3397505.9008962649,342658.1775541382,11221533.651876817,0.0,0.0,0.0 
 01/27  10:00:00,6.45,3.008333333333333,3.1762257753631237,0.0035186684012740514,99410.29397505551,4.908333333333333,305.8333333333333,-25.382276122280204,214.08333333333335,116.75,623.5,15.34179240702836,1.231863042901285,16.370516259799574,258747.49306834598,6030815.074517075,596.439407118787,91.99341790717135,95.1027369313282,506.0841529113484,410.2966257420782,21.66666507022018,0.008921027683154828,8.56279598677296,0.005415665663102943,0.40603577859006409,3417601.4340549774,0.0,0.0,0.0,0.05652964686614933,0.05652964686614933,0.0,0.0,0.0,0.0,2.5792845247611106,0.0,0.0,0.0,54.242683289761597,21.666666666666669,21.666666666666669,77.1244460165791,0.06659323544136423,0.011582878683853482,49.92012732607257,0.12245678221389205,40.6075739642628,0.12245678221389205,16.370516260095788,0.0,43355.83644146722,3023280.5651583496,0.0,0.0,458483.074793773,9389575.84863797,0.0,0.0,919184.035123975,1325935.678466581,0.0,642976.6397166518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7709551.040580232,0.0,1351006.2910280326,0.0,0.0,0.0,0.0,0.0,8810808.105032606,300723.85655891217,15802791.678338767,0.0,0.0,0.0 
 01/27  11:00:00,6.991666666666667,2.70351844485764,2.728770832903503,0.0029645690908624824,99516.22037208472,4.9750000000000009,304.1666666666667,-22.255287460479179,224.66666666666667,168.0,570.7500000000001,15.34179240702836,1.231882330467722,16.370516259799574,253492.25115053316,5493740.808277815,643.8694221108082,114.85810101193435,118.50691775311573,362.3603834167525,491.29913441165305,21.66665147882735,0.00875243705183954,11.035438346408859,0.00488052930130474,0.4417176444255775,4810085.110856482,0.0,0.0,0.0,0.02743279416350972,0.07462753816350971,0.0,0.0,0.0,0.047194744000000007,2.6143172517527728,0.0,0.0,0.0,53.28844930815399,21.666666666666669,21.666666666666669,59.07307016166515,0.004014881514390357,0.0012770495462739807,51.97759103381477,0.1444763471650785,40.86687602615869,0.1444763471650785,16.370516259799574,0.0,37440.22124966019,3568752.5008649707,0.0,0.0,545649.3184342771,0.0,0.0,0.0,894192.054208121,1408823.3931002839,0.0,642976.6397166518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9303916.096236736,0.0,1536663.1437373479,0.0,0.0,0.0,0.0,0.0,596425.0027302736,272752.6767087774,7097834.127573964,0.0,0.0,0.0 
 01/27  12:00:00,8.191666666666667,2.782671717848139,3.0703051788836417,0.0027305837612030187,99605.85040034022,3.8083333333333337,288.3333333333333,-14.721446177427439,253.91666666666667,280.9166666666667,239.25,15.34179240702836,1.2281958437693519,16.370516259799574,253008.5282757973,3975950.41426556,444.2890853996367,141.42757961988898,144.92432539633448,185.38520437143328,427.167095268976,21.66666021420095,0.008593094489153847,13.452366521774833,0.004376183349259534,0.38686536320432748,2828393.972763959,0.0,0.0,0.0,0.043357193320752548,0.043357193320752548,0.0,0.0,0.0,0.0,2.0012445293986884,0.0,0.0,0.0,52.37877053471286,21.666666666666669,21.666666666666669,45.193167107193918,0.000034566263310147334,0.000011087320003165314,51.98202905332953,0.10366504575472657,41.470088684637968,0.10366504575472656,16.370516259799574,0.0,45685.21953404386,2631111.215674896,0.0,0.0,406350.7422616891,0.0,0.0,0.0,859566.3422901004,1488359.4081535892,0.0,657929.5848263415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6909901.1126513569,0.0,1095079.3538740006,0.0,0.0,0.0,0.0,0.0,5145.369098755987,216810.31700850806,6089002.51274066,0.0,0.0,0.0 
 01/27  13:00:00,9.541666666666666,3.0916666666666665,3.7627742734524167,0.002706768893372988,99591.99848688256,2.3749999999999997,280.0,-7.903521895261103,280.6666666666667,257.3333333333333,134.00000000000004,15.34179240702836,1.2222055869420779,16.370516259799574,265122.4363200711,3185138.417512336,322.1740084455697,126.70623222864875,161.70885088004966,126.70623222864875,338.51716891159159,21.66666413195192,0.008492756004530729,15.343884979525536,0.00401565408148175,0.32400957388993509,2059692.7031335296,0.0,0.0,0.0,0.03210799885631314,0.03210799885631314,0.0,0.0,0.0,0.0,1.2480408990779568,0.0,0.0,0.0,51.76824418398405,21.666666666666669,21.666666666666669,36.68909544391438,0.0010249684038293943,0.000321786997048965,51.94736930854043,0.07995727434841536,42.15148040226381,0.07995727434841538,16.370516259799574,0.0,51821.87404246725,2074648.2496670844,0.0,0.0,290308.78668094889,0.0,0.0,0.0,834574.3613742462,1453147.612250866,0.0,672882.5299360311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5564545.97785387,0.0,805915.254270444,0.0,0.0,0.0,0.0,0.0,151785.536213136,188839.1371583733,5377383.413951643,0.0,0.0,0.0 
 01/27  14:00:00,10.991666666666668,3.3000000000000004,4.935356367445367,0.0030310706499717388,99544.73901743874,2.433333333333333,280.0,-5.500566701771636,291.0,175.25,13.416666666666665,15.34179240702836,1.2147636537521159,16.370516259799574,319958.0970242584,1698332.6070653278,121.24457095045462,86.73791581772203,103.12363122373366,86.73791581772201,181.76245931666825,21.66666897496695,0.008421531562540783,16.30577007330736,0.0037916509894603915,0.31892714875812319,1819496.4000059523,0.0,0.0,0.0,0.030692855845044235,0.030692855845044235,0.0,0.0,0.0,0.0,1.278694535195661,0.0,0.0,0.0,51.31550341200086,21.666666666666669,21.666666666666669,32.527402698009499,0.020114653905920388,0.0056943998748900498,51.416658621527428,0.07324542357717658,42.889302383470127,0.07324542357717658,16.370516259799574,0.0,54377.73148526815,1933620.5928969759,0.0,0.0,279838.4112209416,3994342.7724380169,0.0,0.0,827220.1044396032,1308942.7866468654,0.0,672882.5299360311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5338003.101923652,0.0,691738.5065929254,0.0,0.0,0.0,0.0,0.0,2908799.2256938468,167827.07910080823,9071224.929063702,0.0,0.0,0.0 
 01/27  15:00:00,11.700000000000001,3.3000000000000004,5.677977964997389,0.003333532608432261,99522.73891959421,3.391666666666667,262.5,-3.039864242000822,301.8333333333333,138.75,31.583333333333333,15.34179240702836,1.2108847027944963,16.370516259799574,252448.24766863875,1589444.03003744,112.2977087729714,70.21579242435714,111.087016399547,70.21579242435714,150.7487896340975,21.666669035634386,0.008348530420327983,15.451057178617987,0.00368475584659207,0.34103425387082067,2029849.516519462,0.0,0.0,0.0,0.03681877665889212,0.03681877665889212,0.0,0.0,0.0,0.0,1.7822899857008013,0.0,0.0,0.0,50.86531706616165,21.666666666666669,21.666666666666669,33.38941515450417,0.0005188134663216128,0.00015075555103072992,51.22662686387711,0.07556336866299786,43.26186457670215,0.07556336866299786,16.370516259799574,0.0,53862.37517753714,2008874.7706022259,0.0,0.0,288022.175430843,0.0,0.0,0.0,838524.5909145667,1247120.5919388668,0.0,657929.5848263415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5577588.665208925,0.0,742873.898863761,0.0,0.0,0.0,0.0,0.0,75463.51198164406,167827.07910080823,5094334.088890381,0.0,0.0,0.0 
 01/27  16:00:00,12.341666666666669,3.3000000000000004,6.352543796779485,0.0036240962266397616,99512.96109832998,4.183333333333334,273.3333333333333,-5.576839339885116,290.8333333333333,87.33333333333333,154.41666666666667,15.34179240702836,1.207485169724375,16.370516259799574,241849.65368875577,2338217.548320328,176.12930075405598,50.05712981843917,220.9160358129163,50.05712981843917,132.76101435035788,21.666668859518138,0.008263523467250124,14.79542796215153,0.003645047372455669,0.3656463829234436,2245278.2564887918,0.0,0.0,0.0,0.04420632036893107,0.04420632036893107,0.0,0.0,0.0,0.0,2.1983036187267865,0.0,0.0,0.0,50.34923818894524,21.666666666666669,21.666666666666669,34.44777359505592,0.0023339892001423979,0.0007285462977754757,51.6424054883069,0.07272486670721416,43.60338873558852,0.07272486670721416,16.370516259799574,0.0,54362.18129058715,1949644.8855547365,0.0,0.0,280085.3454774517,0.0,0.0,0.0,909980.2172720559,1219511.870250752,0.0,687835.4750457205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5422574.141376286,0.0,747224.6039508756,0.0,0.0,0.0,0.0,0.0,345161.85524116098,146859.91860319524,5101419.974891304,0.0,0.0,0.0 
 01/27  17:00:00,12.799999999999999,3.3000000000000004,6.935366981486873,0.003920649794353144,99514.59073520736,3.141666666666667,319.1666666666667,-8.751270405260215,277.0833333333333,42.5,114.41666666666667,15.34179240702836,1.204996494238148,16.370516259799574,345131.16275330426,1592999.304355747,106.93328094367218,24.115888583887146,184.0078615807339,24.115888583887146,57.48984687779213,21.666668536062948,0.008185079560038944,14.511876530222955,0.0036847999025970414,0.28284606506979567,1601401.7130158216,0.0,0.0,0.0,0.03418884329095924,0.03418884329095924,0.0,0.0,0.0,0.0,1.6509172594820692,0.0,0.0,0.0,49.87830543464944,21.666666666666669,21.666666666666669,35.467996202751518,0.003379738232032639,0.0010371700329372674,51.905141138595478,0.066413080004094,43.85158690130163,0.066413080004094,16.370516259799574,0.0,0.0,1794346.5935254554,0.0,0.0,261074.3915928677,0.0,0.0,0.0,1107307.9367063214,1423629.048033535,0.0,717741.3652650999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4982018.470804775,0.0,710054.6527641421,0.0,0.0,0.0,0.0,0.0,497805.9037041448,195798.25895094296,5304099.335123279,0.0,0.0,0.0 
 01/27  18:00:00,12.450000000000001,3.3000000000000004,7.068349394000186,0.004171714950227573,99541.47974368399,2.1,305.0,-17.76613901047878,242.33333333333335,0.0,0.0,15.34179240702836,1.2063157262493676,16.370516259799574,571120.4745879006,0.0,0.0,0.0,0.0,0.0,0.0,21.66666625035623,0.008126383735957,13.288484561742598,0.0037397929571811687,0.19528582217055025,2369840.468695955,0.0,0.0,0.0,0.00747758971281316,0.05467233371281316,0.0,0.047194744000000007,0.0,0.0,1.1035309002373513,0.0,0.0,0.0,49.53861390709978,21.666666666666669,21.666666666666669,39.02040266367083,0.006636823565312101,0.0020410141061179538,51.43719911366401,0.08631803922813526,43.678340062725599,0.08631803922813526,16.370516259799574,0.0,42920.0330395578,2306689.961561854,0.0,0.0,339954.3327130906,1659020.3717856538,0.0,0.0,1467309.6865611938,1748236.2113099718,90000.0,777553.1457038581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6469293.573431318,0.0,873088.1505986,0.0,0.0,0.0,0.0,0.0,978032.2716875675,258744.638003734,8431683.74267518,0.0,0.0,0.0 
 01/27  19:00:00,10.916666666666666,3.65,6.273150708827534,0.004130748181743651,99580.59102874097,0.875,266.6666666666667,-23.850728867132348,219.0,0.0,0.0,15.34179240702836,1.213389243998501,16.370516259799574,646311.1087860918,0.0,0.0,0.0,0.0,0.0,0.0,21.666666867357493,0.008080387444441758,10.427218741056228,0.0037943112875268808,0.09979643741862432,1082790.984483279,0.0,0.0,0.0,0.024890501884008089,0.024890501884008089,0.0,0.0,0.0,0.0,0.459804541765563,0.0,0.0,0.0,49.28118200647856,21.666666666666669,21.666666666666669,47.90963978101905,0.0,0.0,52.046131823070549,0.08127343700448696,42.913316729111787,0.08127343700448696,16.370516259799574,0.0,52340.52033715592,2140989.728253088,0.0,0.0,311555.01309252416,0.0,0.0,0.0,1818993.6501071044,1545609.8334306034,18000.0,792506.0908135477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5753688.076722031,0.0,926609.1504366349,0.0,0.0,0.0,0.0,0.0,0.0,307727.8759114339,6679994.836034023,0.0,0.0,0.0 
