Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Dewpoint Temperature [C](Hourly),Environment:Site Outdoor Air Wetbulb Temperature [C](Hourly),Environment:Site Outdoor Air Humidity Ratio [kgWater/kgDryAir](Hourly),Environment:Site Outdoor Air Barometric Pressure [Pa](Hourly),Environment:Site Wind Speed [m/s](Hourly),Environment:Site Wind Direction [deg](Hourly),Environment:Site Sky Temperature [C](Hourly),Environment:Site Horizontal Infrared Radiation Rate per Area [W/m2](Hourly),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](Hourly),Environment:Site Direct Solar Radiation Rate per Area [W/m2](Hourly),Environment:Site Ground Temperature [C](Hourly),Environment:Site Outdoor Air Density [kg/m3](Hourly),Environment:Site Mains Water Temperature [C](Hourly),LIVING_1:Zone Total Internal Latent Gain Energy [J](Hourly),LIVING_1:Zone Windows Total Transmitted Solar Radiation Energy [J](Hourly),WALLEAST:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WALLWEST:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WALLSOUTH:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WALLNORTH:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),HORIZONTAL:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),LIVING_1:Zone Mean Air Temperature [C](Hourly),LIVING_1:Zone Mean Air Humidity Ratio [kgWater/kgDryAir](Hourly),UNFINISHEDATTIC:Zone Mean Air Temperature [C](Hourly),UNFINISHEDATTIC:Zone Mean Air Humidity Ratio [kgWater/kgDryAir](Hourly),UNFINISHEDATTIC:Zone Infiltration Current Density Volume Flow Rate [m3/s](Hourly),LIVING_1:Zone Infiltration Latent Heat Loss Energy [J](Hourly),LIVING_1:Zone Infiltration Latent Heat Gain Energy [J](Hourly),LIVING_1:Zone Ventilation Latent Heat Loss Energy [J](Hourly),LIVING_1:Zone Ventilation Latent Heat Gain Energy [J](Hourly),EMS:Zone Infil Flow Rate_1 [m3/s](Hourly),EMS:Zone Infil/MechVent Flow Rate_1 [m3/s](Hourly),EMS:Whole House Fan Vent Flow Rate_1 [m3/s](Hourly),EMS:Range Hood Fan Vent Flow Rate_1 [m3/s](Hourly),EMS:Bath Exhaust Fan Vent Flow Rate_1 [m3/s](Hourly),EMS:Clothes Dryer Exhaust Fan Vent Flow Rate_1 [m3/s](Hourly),EMS:Local Wind Speed_1 [m/s](Hourly),EMS:Zone Natural Ventilation Flow Rate_1 [m3/s](Hourly),EMS:HPWH_sens_clg_OutputVariable_1 [J](Hourly),EMS:HPWH_lat_clg_OutputVariable_1 [J](Hourly),LIVING_1:Zone Air Relative Humidity [%](Hourly),LIVING_1:Zone Thermostat Heating Setpoint Temperature [C](Hourly),LIVING_1:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),UNFINISHEDATTIC:Zone Air Relative Humidity [%](Hourly),DOMESTIC HOT WATER_1:Water Use Connections Hot Water Volume [m3](Hourly),DOMESTIC HOT WATER_1:Water Use Connections Cold Water Volume [m3](Hourly),DOMESTIC HOT WATER_1:Water Use Connections Hot Water Temperature [C](Hourly),LIVING SUPPLY NODE_1:System Node Current Density Volume Flow Rate [m3/s](Hourly),AIR SUPPLY OUTLET NODE_1:System Node Temperature [C](Hourly),AIR SUPPLY OUTLET NODE_1:System Node Current Density Volume Flow Rate [m3/s](Hourly),WATER HEATER USE INLET NODE_1:System Node Temperature [C](Hourly),COOLING:ELECTRICITY_1 [J](Hourly),HEATING:ELECTRICITY_1 [J](Hourly),COOLING HVAC FAN PUMP_1 [J](Hourly),HEATING HVAC FAN PUMP_1 [J](Hourly),WATERHEATING:ELECTRICITY_1 [J](Hourly),SDHWPUMP:ELECTRICITY_1 [J](Hourly),HPWHFAN:ELECTRICITY_1 [J](Hourly),TOTALLIGHTS:ELECTRICITY_1 [J](Hourly),Appl_1:InteriorEquipment:Electricity [J](Hourly),VentFans_1:InteriorEquipment:Electricity [J](Hourly),Misc_1:InteriorEquipment:Electricity [J](Hourly),HEATING:GAS_1 [J](Hourly),WATERHEATING:GAS_1 [J](Hourly),Misc_1:InteriorEquipment:Gas [J](Hourly),HEATING:FUELOIL_1 [m3](Hourly),WATERHEATING:FUELOIL_1 [m3](Hourly),HEATING:PROPANE_1 [m3](Hourly),WATERHEATING:PROPANE_1 [m3](Hourly),PV:ELECTRICITY_1 [J](Hourly),METERDELIVEREDHEATINGTOZONE_1 [J](Hourly),METERDELIVEREDHEATINGSUPP_1 [J](Hourly),METERHEATINGDUCTLOSSES_1 [J](Hourly),METERDELIVEREDCOOLINGSENS_1 [J](Hourly),METERDELIVEREDCOOLINGLATENTHVAC_1 [J](Hourly),METERDELIVEREDCOOLINGLATENTDEHUM_1 [J](Hourly),METERCOOLINGDUCTLOSSESSENS_1 [J](Hourly),METERCOOLINGDUCTLOSSESLATENT_1 [J](Hourly),METERDHWDELIVERED_1 [J](Hourly),METERPIPELOSSESUNIT_1 [J](Hourly),ELECTRICITY:UNIT_1 [J](Hourly),GAS:UNIT_1 [J](Hourly),PROPANE:UNIT_1 [m3](Hourly),FUELOIL:UNIT_1 [m3](Hourly) 
 01/13  18:00:00,3.3000000000000004,-9.191666666666667,0.16602949432344239,0.002611770964253709,99993.70397715496,4.391666666666667,265.8333333333333,1.2611689291576294,321.5,0.0,0.0,15.34179240702836,1.2550307137826964,16.5663871271742,571145.3482899087,0.0,0.0,0.0,0.0,0.0,0.0,21.66666666666661,0.004243914673496114,6.297196857293238,0.0019590220095461027,0.3911826090340224,1331132.7567177562,0.0,0.0,0.0,0.02490721582307422,0.07210195982307423,0.0,0.047194744000000007,0.0,0.0,2.30778089057573,0.0,0.0,0.0,26.149660817268879,21.666666666666669,21.666666666666669,32.916302030959027,0.0066682418792906208,0.0020057871090525976,51.21502823065711,0.1477181544761467,48.88888888888895,0.14771815447614668,16.5663871271742,0.0,15616139.103481576,0.0,498313.84377985526,1778542.5829228787,0.0,0.0,1467309.6865611938,1748236.2113099718,90000.0,777553.1457038581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13514215.721854313,0.0,2101923.381627266,0.0,0.0,0.0,0.0,0.0,970501.2372104748,258744.638003734,21976094.573759334,0.0,0.0,0.0 
 01/13  19:00:00,2.658333333333333,-8.758333333333333,0.7773847428684205,0.0032895004028904945,100037.70417284403,4.308333333333334,264.1666666666667,-3.846669499949769,298.5833333333333,0.0,0.0,15.34179240702836,1.2571413872681845,16.5663871271742,659929.5571628423,0.0,0.0,0.0,0.0,0.0,0.0,21.66666666666661,0.004228298583820329,5.167708616204447,0.0022030138755601699,0.3772533702894238,561438.9213517663,0.0,0.0,0.0,0.05253735520275321,0.05253735520275321,0.0,0.0,0.0,0.0,2.263989981836153,0.0,0.0,0.0,26.065557727012874,21.666666666666669,21.666666666666669,40.04739772050813,0.0032731309199711918,0.0010296433867154323,51.419128391533,0.13732365606394562,48.88888888888897,0.13732365606394562,16.5663871271742,0.0,14520523.147789987,0.0,485949.88076785116,0.0,0.0,0.0,1818993.6501071044,1545609.8334306034,18000.0,792506.0908135477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12421967.404389035,0.0,2098555.743400951,0.0,-8.482874807933465,0.0,0.0,8.482874807933465,481419.6256075021,307727.8759114339,19181582.602909093,0.0,0.0,0.0 
 01/13  20:00:00,1.5583333333333336,-8.299999999999999,0.22242846804281395,0.003345269918476415,100094.74146355206,3.225,265.8333333333333,-1.1797282376222238,310.8333333333333,0.0,0.0,15.34179240702836,1.2627829788542087,16.5663871271742,556150.057243599,0.0,0.0,0.0,0.0,0.0,0.0,21.666666666666683,0.004234706675597171,4.1100810129016589,0.0024712401603274368,0.30735090576369336,453657.6215961162,0.0,0.0,0.0,0.0451261322849822,0.0451261322849822,0.0,0.0,0.0,0.0,1.6947081682216468,0.0,0.0,0.0,26.119677032493727,21.666666666666669,21.666666666666669,48.34649262600882,0.0006271793667085957,0.0002021771922403413,52.00103193196471,0.14148146809065532,48.88888888888898,0.14148146809065532,16.5663871271742,0.0,14969143.477374107,0.0,491951.89326744977,0.0,0.0,0.0,1870021.7683558178,1226122.563995228,0.0,747647.255484479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12794600.655425137,0.0,2174542.82194897,0.0,-118.29447449247677,0.0,0.0,118.29447449247677,92793.27606931412,293719.83720639048,19304886.95847708,0.0,0.0,0.0 
 01/13  21:00:00,1.0999999999999999,-8.008333333333333,-0.273552066489399,0.0031814490790497554,100137.92684080244,1.9583333333333333,252.5,3.5454519195102187,332.3333333333333,0.0,0.0,15.34179240702836,1.2657685300080788,16.5663871271742,540266.0504727383,0.0,0.0,0.0,0.0,0.0,0.0,21.666666666666655,0.004237774061290548,3.733075190291304,0.0026088795054850465,0.23397199814831425,474015.7624257151,0.0,0.0,0.0,0.039345630365257257,0.039345630365257257,0.0,0.0,0.0,0.0,1.0290863553800696,0.0,0.0,0.0,26.14974548363418,21.666666666666669,21.666666666666669,52.391768407340858,0.02786083833426222,0.023651988038682106,51.773908032337029,0.1377733319869837,48.88888888888888,0.1377733319869837,16.5663871271742,0.0,14586515.458582214,0.0,480904.7416973316,4225869.991609634,0.0,0.0,1571337.3691025584,1574363.5213586058,0.0,702788.4201554102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12437552.53022644,0.0,2148962.928355774,0.0,-46.78975634151482,0.0,0.0,46.78975634151482,4027891.9218818654,265748.6573562557,23141779.50250575,0.0,0.0,0.0 
 01/13  22:00:00,0.4583333333333333,-7.45,-0.845019917064442,0.0030362698672255375,100177.03812585939,0.625,250.0,1.2901884737720764,321.75,0.0,0.0,15.34179240702836,1.2695293829776223,16.5663871271742,544116.4393727572,0.0,0.0,0.0,0.0,0.0,0.0,21.66666666666661,0.004239738193947954,3.738803044794668,0.002688160807705129,0.2086072998608163,518025.86710218156,0.0,0.0,0.0,0.037639316123795948,0.037639316123795948,0.0,0.0,0.0,0.0,0.3284318155468307,0.0,0.0,0.0,26.172001100535366,21.666666666666669,21.666666666666669,53.979706702736589,0.0,0.0,51.974356466355917,0.14881178927586778,48.88888888888892,0.14881178927586778,16.5663871271742,0.0,15764340.268260979,0.0,511707.5568016388,0.0,0.0,0.0,1187355.5587619798,1061733.3443895009,0.0,672882.5299360311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13479622.603005697,0.0,2284717.665255282,0.0,-31.37255343264716,0.0,0.0,31.37255343264716,0.0,216810.31700850806,19198019.25815013,0.0,0.0,0.0 
 01/13  23:00:00,-0.6416666666666667,-6.908333333333334,-1.7621681642212817,0.002845495560974149,100233.26059812877,0.0,0.0,1.6696209313334408,323.5,0.0,0.0,15.34179240702836,1.275758776733145,16.5663871271742,521844.07591976088,0.0,0.0,0.0,0.0,0.0,0.0,21.666666666666655,0.0042377196135400699,3.23301548878594,0.002727785279432862,0.21992828136431076,617691.591875335,0.0,0.0,0.0,0.038632624787207549,0.038632624787207549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.174304525592999,21.666666666666669,21.666666666666669,56.80007313539148,0.0,0.0,51.974356466355917,0.15535918341909556,48.88888888888895,0.15535918341909556,16.5663871271742,0.0,16470626.04901285,0.0,538766.5800725288,0.0,0.0,0.0,1023573.9852056929,880123.5435836052,0.0,598117.804387583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14043760.471085955,0.0,2426865.577926894,0.0,-0.6212612879919881,0.0,0.0,0.6212612879919881,0.0,188839.1371583733,19511207.962262259,0.0,0.0,0.0 
 01/13  24:00:00,-0.4583333333333333,-6.991666666666667,-1.5207317882100358,0.0029350994657096377,100267.48297255358,1.2249999999999999,295.8333333333333,2.7790533911152979,328.6666666666667,0.0,0.0,15.34179240702836,1.2751532323407183,16.5663871271742,514088.68490997367,0.0,0.0,0.0,0.0,0.0,0.0,21.666666666666669,0.004232933426646388,3.0393661481423495,0.002752835746211059,0.23035146106740254,584160.0951549604,0.0,0.0,0.0,0.03924721265925129,0.03924721265925129,0.0,0.0,0.0,0.0,0.6437263584717882,0.0,0.0,0.0,26.153870466610468,21.666666666666669,21.666666666666669,58.12264293413093,0.07349066632440936,0.00963909075595925,50.859270972743058,0.15314110595062034,48.88888888888894,0.15314110595062034,16.5663871271742,0.0,16245579.420967658,0.0,567251.9210347704,3290554.9537238755,0.0,0.0,467434.82214409086,592989.6096156933,0.0,538306.0239488247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13673942.572676866,0.0,2571636.8482907896,0.0,0.0,0.0,0.0,0.0,9301044.785984023,104880.70004801713,21702116.751434909,0.0,0.0,0.0 
 01/14  01:00:00,-0.9916666666666667,-7.2,-2.0251888152352808,0.0028084950377204526,100282.96452288861,0.875,254.16666666666667,3.2829935344958587,331.0833333333333,0.0,0.0,15.34179240702836,1.2781110842657698,16.542048011738375,505369.65597409647,0.0,0.0,0.0,0.0,0.0,0.0,21.666666666666648,0.004228534073224181,2.8175919339617514,0.0027853768408719595,0.23202866103205115,645932.434357434,0.0,0.0,0.0,0.039584696641471139,0.039584696641471139,0.0,0.0,0.0,0.0,0.459804541765563,0.0,0.0,0.0,26.13090540071042,21.666666666666669,21.666666666666669,59.75010795564797,0.005379548737642227,0.001449344116463029,47.38149967209292,0.16792239629893727,48.88888888888894,0.16792239629893727,16.562643767539325,0.0,17822460.245510859,0.0,546413.8415356914,6917043.32256958,0.0,0.0,232101.3385102575,373679.44523597307,0.0,523353.0788391353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15338159.889653089,0.0,2484300.355857768,0.0,0.0,0.0,0.0,0.0,764751.3393051721,27971.179850134722,26415051.272201495,0.0,0.0,0.0 
 01/14  02:00:00,-2.341666666666667,-6.908333333333334,-3.303492874588034,0.002507899347234796,100256.89033285064,0.0,0.0,3.89262706263969,334.0,0.0,0.0,15.34179240702836,1.2847636729367056,16.542048011738375,481225.8669132519,0.0,0.0,0.0,0.0,0.0,0.0,21.6666666666666,0.004218310139792999,2.318160959336236,0.0027696462255471724,0.24087068462870107,795616.885588976,0.0,0.0,0.0,0.04027122277611835,0.04027122277611835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.061377378116835,21.666666666666669,21.666666666666669,61.546318723558787,0.0,0.0,51.8384138663994,0.17785960929493029,48.888888888888939,0.17785960929493029,16.542721853072526,0.0,18877340.704974247,0.0,614122.4452872253,0.0,0.0,0.0,139260.80310615447,328133.8900845455,0.0,493447.1886197561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16058793.951019708,0.0,2818546.753954538,0.0,0.0,0.0,0.0,0.0,0.0,14008.038705043386,20452305.032071927,0.0,0.0,0.0 
 01/14  03:00:00,-3.0916666666666665,-6.3500000000000009,-4.014470212877769,0.0023533447158177358,100266.6681541149,0.0,0.0,3.89262706263969,334.0,0.0,0.0,15.34179240702836,1.2887751895649356,16.542048011738375,474938.63575616027,0.0,0.0,0.0,0.0,0.0,0.0,21.6666666666666,0.0042017925470370239,1.8933739276428146,0.002720712210352422,0.24847836082635467,878346.0044559691,0.0,0.0,0.0,0.04104426433587217,0.04104426433587217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.96253616565984,21.666666666666669,21.666666666666669,62.329687670967867,0.0,0.0,51.8384138663994,0.18323415570234526,48.88888888888895,0.18323415570234526,16.542721853072526,0.0,19457815.433089165,0.0,637156.8387565346,0.0,0.0,0.0,92840.53540410308,286208.78738097797,0.0,478494.24351006667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16507034.919935663,0.0,2950780.5131535024,0.0,0.0,0.0,0.0,0.0,0.0,3502.0096762608546,20952515.838140847,0.0,0.0,0.0 
 01/14  04:00:00,-3.3000000000000004,-5.808333333333333,-4.211834621878667,0.0023109584845238107,100313.92762355868,0.0,0.0,3.89262706263969,334.0,0.0,0.0,15.34179240702836,1.2904651797655303,16.542048011738375,473588.65560464528,0.0,0.0,0.0,0.0,0.0,0.0,21.666666666666634,0.0041829919424397,1.6774126450840444,0.002664341151480945,0.24733938134151235,894261.0603129105,0.0,0.0,0.0,0.04121613268088746,0.04121613268088746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.85932910880096,21.666666666666669,21.666666666666669,62.024444293366659,0.0,0.0,51.8384138663994,0.18670399964755339,48.88888888888894,0.18670399964755339,16.542721853072526,0.0,19844681.08129409,0.0,650327.3589976886,0.0,0.0,0.0,92840.53540410308,260475.54927234099,0.0,463541.29840037706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16817836.9156202,0.0,3026844.1656738866,0.0,0.0,0.0,0.0,0.0,0.0,3502.0096762608546,21311865.823368599,0.0,0.0,0.0 
 01/14  05:00:00,-3.65,-5.891666666666666,-4.622993166871017,0.0021945721697342564,100318.81653419083,0.0,0.0,4.134014141758361,335.1666666666667,0.0,0.0,15.34179240702836,1.2924455830452393,16.542048011738375,479734.8019453519,0.0,0.0,0.0,0.0,0.0,0.0,21.66666666666664,0.004163342100933638,1.4663254972784355,0.0026081975116374349,0.25168654429812478,950225.9704625898,0.0,0.0,0.0,0.041585359512429819,0.041585359512429819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.739921199947959,21.666666666666669,21.666666666666669,61.65133097493655,0.0,0.0,51.8384138663994,0.18933058727055394,48.888888888888939,0.18933058727055394,16.542721853072526,0.0,20133555.67533212,0.0,659154.6000552415,0.0,0.0,0.0,103217.7830885943,290558.8098442162,0.0,478494.24351006667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17054950.46559261,0.0,3078605.2097395115,0.0,0.0,0.0,0.0,0.0,0.0,14008.038705043386,21664981.111830243,0.0,0.0,0.0 
 01/14  06:00:00,-3.899999999999999,-6.1000000000000009,-4.915503940041838,0.002113392116952653,100322.07580794557,0.0,0.0,4.306433483985984,336.0,0.0,0.0,15.34179240702836,1.2938553823496908,16.542048011738375,2586578.741196442,0.0,0.0,0.0,0.0,0.0,0.0,21.66666666666661,0.004179568058228336,1.1812342848918268,0.0025392947669098688,0.2507185451507489,1016211.5638585455,0.0,0.0,0.0,0.04233873906766699,0.04233873906766699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.84040894297254,21.666666666666669,21.666666666666669,61.273828800440238,0.12969710969724625,0.02007042414121153,49.21206286254455,0.16775889483883389,48.88888888888892,0.16775889483883389,16.542086696726803,0.0,17849512.250751866,0.0,590184.8561081378,13101296.56602241,0.0,0.0,283217.4877937355,331960.2796802477,0.0,493447.1886197561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15077715.14957993,0.0,2771797.101171935,0.0,-346.0466747142103,0.0,0.0,346.0466747142103,16772107.065428546,97921.57825544752,32649618.628976149,0.0,0.0,0.0 
 01/14  07:00:00,-4.191666666666666,-6.45,-5.190019757579577,0.0020608217053423997,100364.44636675726,0.0,0.0,4.18587504935456,335.4166666666667,2.6666666666666667,0.16666666666666667,15.34179240702836,1.2959152020135303,16.542048011738375,811931.6953158989,40576.10677100325,2.6466201690512345,1.270251899518869,1.2898487320701187,3.9829268730944404,2.6484819981098886,21.666666666666577,0.004203238849816797,1.1114326924105598,0.002475134313519115,0.2549028244808607,1619706.267357307,0.0,0.0,0.0,0.017803734010284776,0.06499847801028477,0.0,0.0,0.047194744000000007,0.0,0.0,0.0,0.0,0.0,25.99673231993128,21.666666666666669,21.666666666666669,60.0599460338799,0.03871168545943908,0.010244758695559634,50.27642815560109,0.2119405793469454,48.88888888888895,0.2119405793469454,16.542048011738375,0.0,22564999.500060746,0.0,725924.8572318701,9537376.688931914,0.0,0.0,664916.4800206664,518425.7418022369,90000.0,553258.9690585142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19147216.057215483,0.0,3417783.4428452618,0.0,-949.5529296778047,0.0,0.0,949.5529296778047,5482514.813897981,335699.0557615686,34654902.23710594,0.0,0.0,0.0 
 01/14  08:00:00,-4.3999999999999999,-6.3500000000000009,-5.310078565112268,0.002069563234387948,100411.70583620107,0.0,0.0,4.460632167739178,336.75,37.166666666666667,2.8333333333333337,15.34179240702836,1.2975117839220368,16.542048011738375,587322.7831579479,385177.53965362589,24.33780811108518,18.759032082693599,19.04832899739634,27.265962163482997,37.27469183363457,21.66666666666663,0.004171815445402426,1.0077502821924279,0.0024142540424478655,0.2576199365668041,1039304.0644561624,0.0,0.0,0.0,0.04246041889765997,0.04246041889765997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.815834172096939,21.666666666666669,21.666666666666669,59.05545285823385,0.02156528016172451,0.006351379897078889,51.8139484657585,0.184672672197976,48.88888888888895,0.184672672197976,16.542048011738375,0.0,19680581.86251137,0.0,664471.7606683747,3026004.996497547,0.0,0.0,841434.6646481536,780520.0196475287,18000.0,628023.6946069624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16545921.694840877,0.0,3134660.1676704937,0.0,0.0,0.0,0.0,0.0,3126319.833245408,356666.2162591815,25639036.998579939,0.0,0.0,0.0 
 01/14  09:00:00,-3.116666666666667,-5.108333333333334,-4.428153106599522,0.0021007849487100669,100428.00220497478,0.0,0.0,6.021379719951852,344.4166666666667,97.66666666666667,7.166666666666667,15.34179240702836,1.291497245444029,16.542048011738375,305397.58757214216,988595.2242673612,65.30698418198122,48.438786873582959,49.20915353367254,65.77532186016343,98.99490064443872,21.666664562776146,0.004150047543053864,1.9638862708691356,0.0023737819471561815,0.24494528067332153,978464.3007045976,0.0,0.0,0.0,0.04115645293898449,0.04115645293898449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.686199228360178,21.666666666666669,21.666666666666669,54.28100238068134,0.0017938396966907518,0.0005572818836483034,51.2020535368322,0.17807896460152249,48.88888888888889,0.17807896460152249,16.542048011738375,0.0,18986985.14965187,0.0,674973.4922536903,1117548.6376650474,0.0,0.0,894208.7227785434,966528.6298489412,0.0,642976.6397166518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16078606.37771345,0.0,2908487.340063324,0.0,0.0,0.0,0.0,0.0,263296.4692589496,342658.1775541382,23283221.271914744,0.0,0.0,0.0 
 01/14  10:00:00,1.008333333333333,-5.391666666666667,-1.336346242417296,0.002479695893558587,100428.00220497478,1.5166666666666669,278.3333333333333,6.717489943962188,347.8333333333333,186.16666666666667,5.333333333333333,15.34179240702836,1.271330340338703,16.542048011738375,250592.61246126743,1829586.5971168699,127.94426577411922,89.02532430398914,90.49246787784485,116.82692016835142,187.0142726417001,21.66666542776589,0.004127982849247354,4.943526180364958,0.002363360921819534,0.248578429096267,728507.5054185879,0.0,0.0,0.0,0.03860145565938818,0.03860145565938818,0.0,0.0,0.0,0.0,0.7969945390603092,0.0,0.0,0.0,25.550532015239026,21.666666666666669,21.666666666666669,43.88658579353654,0.07968338362581837,0.010517162567338288,49.61610377163054,0.14223983338023325,48.888888888888939,0.14223983338023325,16.542048011738378,0.0,15164816.79264687,0.0,506389.65927679536,6446581.339495093,0.0,0.0,919184.035123975,1175446.3766734687,0.0,642976.6397166518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12890300.306869202,0.0,2274573.9634235056,0.0,0.0,0.0,0.0,0.0,10101342.92351739,300723.85655891217,24855394.84293285,0.0,0.0,0.0 
 01/14  11:00:00,5.283333333333333,-7.091666666666666,1.5461398559107765,0.0027613049640068108,100405.18728869158,2.891666666666667,225.83333333333335,7.827872475384642,353.4166666666667,182.83333333333335,1.4166666666666668,15.34179240702836,1.2509346830840898,16.542048011738375,239444.79896411039,1678038.5464385765,113.66153223541403,89.49460909711047,90.98100441883338,99.1939220526549,182.14666133986536,21.666664794533479,0.004108367195755967,8.575334093438406,0.002410459976090479,0.29459262011593098,948430.9387861712,0.0,0.0,0.0,0.015073540265088703,0.0622682842650887,0.0,0.0,0.0,0.047194744000000007,1.5195445332633367,0.0,0.0,0.0,25.424144126206529,21.666666666666669,21.666666666666669,34.81385380880619,0.0025888101768125509,0.0003101417498540735,48.661587019678787,0.15275352894397624,48.88888888888891,0.15275352894397624,16.54204801173837,0.0,16266560.115850343,0.0,532696.6766871449,4332613.212098782,0.0,0.0,894192.054208121,1236203.3116317143,0.0,642976.6397166518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14106701.738214199,0.0,2158027.9712794066,0.0,0.0,0.0,0.0,0.0,324646.67638867,272752.6767087774,23905242.010192757,0.0,0.0,0.0 
 01/14  12:00:00,8.275,-8.091666666666667,3.825660783279743,0.0032327988898517916,100314.7424419974,4.266666666666667,230.0,8.740692632163644,358.0,155.58333333333335,1.1666666666666666,15.34179240702836,1.235586117399832,16.542048011738375,246511.13826157579,1389293.675376239,91.09408199956683,77.99171303732433,79.33158203771633,79.25930253047649,155.00042391251754,21.666665939743827,0.0040891975206363939,11.01472678506525,0.002523229712208988,0.372699212859325,442981.36439259,0.0,0.0,0.0,0.04771850475498954,0.04771850475498954,0.0,0.0,0.0,0.0,2.2420945274663639,0.0,0.0,0.0,25.283493088814379,21.666666666666669,21.666666666666669,30.84089637364234,0.00034355767204661354,0.00008253400325618309,49.54026229955475,0.12285324352250675,48.888888888888939,0.12285324352250672,16.542048011738375,0.0,13055039.698953186,0.0,401216.8955598311,0.0,0.0,0.0,859566.3422901004,1309100.092782382,0.0,657929.5848263415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11358206.9140341,0.0,1696421.43280343,0.0,0.0,0.0,0.0,0.0,47716.98521506424,216810.31700850806,16282852.614411843,0.0,0.0,0.0 
 01/14  13:00:00,10.1,-7.658333333333334,5.936502115981867,0.004151256063841056,100193.33449463314,5.741666666666666,235.83333333333335,8.510550378448187,356.8333333333333,164.75,1.9166666666666668,15.34179240702836,1.2243320912558796,16.542048011738375,253574.54556134717,1482100.906172351,98.51395475271655,82.1105687721003,86.3780119339004,82.1105687721003,164.50713267986164,21.666666666666658,0.0040904608133839029,12.286107325747019,0.002838145449205296,0.4676658897084256,57650.40492613393,111548.45335014668,0.0,0.0,0.06331267339693257,0.06331267339693257,0.0,0.0,0.0,0.0,3.0171936121568847,0.0,0.0,0.0,25.260629570800338,21.666666666666669,21.666666666666669,31.822814776812654,0.0,0.0,50.05279240569073,0.11527037475258784,48.888888888888939,0.11527037475258784,16.542048011738375,0.0,12218296.579818927,0.0,406093.6741734541,0.0,0.0,0.0,834574.3613742462,1289379.842652479,0.0,672882.5299360311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10714985.86255353,0.0,1503310.7172653995,0.0,-46.2941174781296,0.0,0.0,46.2941174781296,0.0,188839.1371583733,15421226.987955139,0.0,0.0,0.0 
